,Building,Floor,time,Associated Client Count,Authenticated Client Count
700, Engineering , B floor,2018-11-01 00:12:16,1,1
682, Engineering , C floor,2018-11-01 00:12:16,2,2
635, Engineering , D floor,2018-11-01 00:12:16,1,1
786, Engineering , Plant,2018-11-01 00:12:16,0,0
768, FU Hse 71-74 , A Floor,2018-11-01 00:12:16,41,39
740, FU Hse 71-74 , B Floor,2018-11-01 00:12:16,74,72
751, FU Hse 71-74 , C Floor,2018-11-01 00:12:16,71,71
568, FU Hse 71-74 , D Floor,2018-11-01 00:12:16,102,102
676, FU Hse 71-74 , E Floor,2018-11-01 00:12:16,67,67
562, FU Hse 71-74 , F Floor,2018-11-01 00:12:16,28,28
715, FY Hse 65-70 , A Floor,2018-11-01 00:12:16,56,55
599, FY Hse 65-70 , B Floor,2018-11-01 00:12:16,92,92
718, FY Hse 65-70 , C Floor,2018-11-01 00:12:16,70,70
782, FY Hse 65-70 , D Floor,2018-11-01 00:12:16,102,101
766, FY Hse 65-70 , E Floor,2018-11-01 00:12:16,62,61
602, FY Hse 65-70 , F Floor,2018-11-01 00:12:16,51,51
642, Faraday and cTAP , A floor,2018-11-01 00:12:16,4,2
627, Faraday and cTAP , B floor,2018-11-01 00:12:16,6,5
760, Faraday and cTAP , C floor,2018-11-01 00:12:16,5,5
624, Faraday and cTAP , Plant,2018-11-01 00:12:16,0,0
649, Field Station , Outside,2018-11-01 00:12:16,0,0
694, Furness , A Floor,2018-11-01 00:12:16,8,8
584, Furness , B floor,2018-11-01 00:12:16,3,3
571, Furness , C floor,2018-11-01 00:12:16,33,32
769, Furness , D floor,2018-11-01 00:12:16,17,17
759, Furness , LG Floor,2018-11-01 00:12:16,13,11
727, Furness outer , A floor,2018-11-01 00:12:16,35,35
772, Furness outer , B floor,2018-11-01 00:12:16,48,47
773, Furness outer , C floor,2018-11-01 00:12:16,40,40
661, Furness outer , D floor,2018-11-01 00:12:16,39,39
570, Fylde , A Floor,2018-11-01 00:12:16,3,2
561, Fylde , B Floor,2018-11-01 00:12:16,4,4
696, Fylde , C Floor,2018-11-01 00:12:16,12,12
531, Fylde , D Floor,2018-11-01 00:12:16,10,10
737, Fylde , e floor,2018-11-01 00:12:16,2,2
733, George Fox , A Floor,2018-11-01 00:12:16,0,0
622, George Fox , B Floor,2018-11-01 00:12:16,1,1
709, George Fox , c floor,2018-11-01 00:12:16,35,35
616, George Fox , d floor,2018-11-01 00:12:16,52,51
752, Graduate College , A Floor,2018-11-01 00:12:16,128,125
723, Graduate College , b floor,2018-11-01 00:12:16,175,174
771, Graduate College , c floor,2018-11-01 00:12:16,174,174
573, Graduate College , d floor,2018-11-01 00:12:16,81,80
603, Great Hall , A Floor,2018-11-01 00:12:16,3,3
670, Great Hall , B Floor,2018-11-01 00:12:16,2,2
544, Grizedale , A,2018-11-01 00:12:16,15,14
728, Grizedale , B,2018-11-01 00:12:16,0,0
632, Hazelrigg , Site,2018-11-01 00:12:16,0,0
620, Hse 75 77 , A Floor,2018-11-01 00:12:16,25,25
774, Hse 75 77 , B floor,2018-11-01 00:12:16,47,46
720, Hse 75 77 , C Floor,2018-11-01 00:12:16,47,47
636, Hse 75 77 , D Floor,2018-11-01 00:12:16,71,70
541, Hse 75 77 , E Floor,2018-11-01 00:12:16,61,61
607, Human Resources , A floor,2018-11-01 00:12:16,0,0
658, Human Resources , B floor,2018-11-01 00:12:16,3,3
668, ISS Building , A-floor,2018-11-01 00:12:16,3,3
702, ISS Building , B-floor,2018-11-01 00:12:16,15,14
711, ISS Building , C-floor,2018-11-01 00:12:16,5,5
558, Infolab , A Floor,2018-11-01 00:12:16,1,1
657, Infolab , B Floor,2018-11-01 00:12:16,10,10
776, Infolab , C Floor,2018-11-01 00:12:16,6,6
743, Infolab , D Floor,2018-11-01 00:12:16,5,5
563, Institute for Advanced Studies , A Floor,2018-11-01 00:12:16,0,0
746, John Creed , a floor,2018-11-01 00:12:16,36,36
685, John Creed , b floor,2018-11-01 00:12:16,22,22
660, John Creed , c floor,2018-11-01 00:12:16,20,20
777, John Creed , d floor,2018-11-01 00:12:16,26,26
551, LEC , A Floor,2018-11-01 00:12:16,10,9
739, LEC , B Floor,2018-11-01 00:12:16,11,11
595, LEC , C Floor,2018-11-01 00:12:16,4,4
732, LEC , Lower Ground LG,2018-11-01 00:12:16,1,1
644, LICA , LICA A floor,2018-11-01 00:12:16,0,0
655, LICA , b floor,2018-11-01 00:12:16,4,4
646, LICA , c floor,2018-11-01 00:12:16,0,0
605, Library , A floor,2018-11-01 00:12:16,21,21
547, Library , B floor,2018-11-01 00:12:16,27,27
719, Library , C floor,2018-11-01 00:12:16,16,15
556, Library , LG floor,2018-11-01 00:12:16,0,0
730, Lonsdale College (SW) , A Floor,2018-11-01 00:12:16,0,0
555, Lonsdale College (SW) , B Floor,2018-11-01 00:12:16,0,0
594, MDC , A Floor,2018-11-01 00:12:16,2,2
536, Management School , A Floor,2018-11-01 00:12:16,10,9
613, Management School , B Floor,2018-11-01 00:12:16,2,2
549, Management School , C Floor,2018-11-01 00:12:16,1,1
629, Management School , Floor D,2018-11-01 00:12:16,1,1
778, Pendle , A Floor,2018-11-01 00:12:16,63,62
673, Pendle , B floor,2018-11-01 00:12:16,103,98
588, Pendle , C floor,2018-11-01 00:12:16,94,92
654, Pendle , D floor,2018-11-01 00:12:16,106,105
550, Physics , A floor,2018-11-01 00:12:16,6,6
618, Physics , B floor,2018-11-01 00:12:16,5,5
628, Physics , C Floor,2018-11-01 00:12:16,7,7
559, Physics , D Floor,2018-11-01 00:12:16,1,1
687, Postgrad Stats (PSC) , A Floor,2018-11-01 00:12:16,0,0
638, Postgrad Stats (PSC) , B Floor,2018-11-01 00:12:16,2,2
675, Preschool , A floor,2018-11-01 00:12:16,32,32
583, Reception , A floor,2018-11-01 00:12:16,1,1
688, Reception , B floor,2018-11-01 00:12:16,0,0
738, Ruskin Library , A Floor,2018-11-01 00:12:16,0,0
785, Ruskin Library , B floor,2018-11-01 00:12:16,0,0
630, Ruskin Library , LG Floor,2018-11-01 00:12:16,0,0
637, SW hse 12-16 , A floor,2018-11-01 00:12:16,61,60
591, SW hse 12-16 , B floor,2018-11-01 00:12:16,98,97
671, SW hse 12-16 , C floor,2018-11-01 00:12:16,104,103
754, SW hse 17-19 , A floor,2018-11-01 00:12:16,49,49
708, SW hse 17-19 , B floor,2018-11-01 00:12:16,78,75
748, SW hse 17-19 , C floor,2018-11-01 00:12:16,55,55
742, SW hse 20 , A floor,2018-11-01 00:12:16,11,11
729, SW hse 20 , B floor,2018-11-01 00:12:16,24,24
600, SW hse 20 , C floor,2018-11-01 00:12:16,21,21
749, SW hse 21-23 , A floor,2018-11-01 00:12:16,43,42
527, SW hse 21-23 , B floor,2018-11-01 00:12:16,28,28
548, SW hse 21-23 , C,2018-11-01 00:12:16,31,31
577, SW hse 21-23 , C,2018-11-01 00:12:16,31,31
672, SW hse 24-26 , A,2018-11-01 00:12:16,28,28
697, SW hse 24-26 , B floor,2018-11-01 00:12:16,37,36
765, SW hse 24-26 , C floor,2018-11-01 00:12:16,50,49
593, SW hse 24-26 , D Floor,2018-11-01 00:12:16,33,33
565, SW hse 27-28 , A floor,2018-11-01 00:12:16,22,21
608, SW hse 27-28 , B floor,2018-11-01 00:12:16,44,44
690, SW hse 27-28 , C floor,2018-11-01 00:12:16,30,30
692, SW hse 27-28 , D Floor,2018-11-01 00:12:16,36,36
610, SW hse 29 , A floor,2018-11-01 00:12:16,20,20
787, SW hse 29 , B floor,2018-11-01 00:12:16,28,28
582, SW hse 29 , C floor,2018-11-01 00:12:16,29,29
592, SW hse 29 , D Floor,2018-11-01 00:12:16,27,26
589, SW hse 30-31 , A floor,2018-11-01 00:12:16,30,30
590, SW hse 30-31 , B floor,2018-11-01 00:12:16,50,49
639, SW hse 30-31 , C floor,2018-11-01 00:12:16,61,60
705, SW hse 30-31 , D floor,2018-11-01 00:12:16,63,61
757, SW hse 32-33 , A Floor,2018-11-01 00:12:16,18,17
604, SW hse 32-33 , B Floor,2018-11-01 00:12:16,42,42
528, SW hse 32-33 , C Floor,2018-11-01 00:12:16,35,35
712, SW hse 32-33 , D Floor,2018-11-01 00:12:16,12,12
634, SW hse 34 , A Floor,2018-11-01 00:12:16,7,6
783, SW hse 34 , B Floor,2018-11-01 00:12:16,13,13
681, SW hse 35 , A Floor,2018-11-01 00:12:16,13,13
578, SW hse 35 , B Floor,2018-11-01 00:12:16,10,10
621, SW hse 35 , C Floor,2018-11-01 00:12:16,14,14
574, SW hse 36 , A Floor,2018-11-01 00:12:16,4,4
530, SW hse 36 , B Floor,2018-11-01 00:12:16,18,18
779, SW hse 36 , C Floor,2018-11-01 00:12:16,20,20
566, SW hse 36 , D Floor,2018-11-01 00:12:16,19,18
606, SW hse 37-38 , A Floor,2018-11-01 00:12:16,20,18
689, SW hse 37-38 , B Floor,2018-11-01 00:12:16,34,32
686, SW hse 37-38 , C Floor,2018-11-01 00:12:16,30,29
677, SW hse 37-38 , D Floor,2018-11-01 00:12:16,24,24
678, SW hse 39 , A Floor,2018-11-01 00:12:16,14,14
580, SW hse 39 , B Floor,2018-11-01 00:12:16,19,18
666, SW hse 39 , C Floor,2018-11-01 00:12:16,22,22
684, SW hse 39 , D Floor,2018-11-01 00:12:16,12,12
770, SW hse 40-42 , A Floor,2018-11-01 00:12:16,32,31
539, SW hse 40-42 , B Floor,2018-11-01 00:12:16,51,48
581, SW hse 40-42 , C Floor,2018-11-01 00:12:16,71,70
601, SW hse 40-42 , D Floor,2018-11-01 00:12:16,27,26
597, SW hse 43-45 , A Floor,2018-11-01 00:12:16,32,30
665, SW hse 43-45 , B Floor,2018-11-01 00:12:16,41,41
560, SW hse 43-45 , C Floor,2018-11-01 00:12:16,60,58
529, SW hse 43-45 , D Floor,2018-11-01 00:12:16,31,31
526, SW hse 46-49 , A floor,2018-11-01 00:12:16,44,42
695, SW hse 46-49 , B floor,2018-11-01 00:12:16,72,72
542, SW hse 46-49 , C floor,2018-11-01 00:12:16,72,71
722, SW hse 46-49 , D floor,2018-11-01 00:12:16,60,58
647, SW hse 50-52 , A Floor,2018-11-01 00:12:16,48,47
572, SW hse 50-52 , B Floor,2018-11-01 00:12:16,50,49
537, SW hse 50-52 , C Floor,2018-11-01 00:12:16,71,71
653, SW hse 50-52 , D Floor,2018-11-01 00:12:16,35,35
780, SW hse 53-54 , A Floor,2018-11-01 00:12:16,11,11
586, SW hse 53-54 , B Floor,2018-11-01 00:12:16,21,20
557, SW hse 53-54 , C Floor,2018-11-01 00:12:16,28,28
714, SW hse 53-54 , D Floor,2018-11-01 00:12:16,25,25
615, SW hse 55-56 , A Floor,2018-11-01 00:12:16,25,25
534, SW hse 55-56 , B Floor,2018-11-01 00:12:16,41,40
651, SW hse 55-56 , C Floor,2018-11-01 00:12:16,24,24
640, SW hse-158-179 , B floor,2018-11-01 00:12:16,88,88
611, Science and technology , A Floor,2018-11-01 00:12:16,16,15
609, Science and technology , B Floor,2018-11-01 00:12:16,3,3
710, Science and technology , C Floor,2018-11-01 00:12:16,8,8
619, Slaidburn House (LUSU) , B Floor,2018-11-01 00:12:16,9,9
567, Slaidburn House (LUSU) , C floor,2018-11-01 00:12:16,13,13
698, Slaidburn House (LUSU) , D floor,2018-11-01 00:12:16,8,8
703, Slaidburn House (LUSU) , E floor,2018-11-01 00:12:16,14,14
612, Slaidburn House (LUSU) , LG Floor,2018-11-01 00:12:16,17,17
540, Sports Centre , A floor,2018-11-01 00:12:16,6,5
552, Sports Centre , B floor,2018-11-01 00:12:16,0,0
706, University House , A Floor,2018-11-01 00:12:16,6,5
775, University House , B Floor,2018-11-01 00:12:16,1,1
724, University House , C Floor,2018-11-01 00:12:16,6,6
744, University House , D Floor,2018-11-01 00:12:16,1,1
784, Whewell , A Floor,2018-11-01 00:12:16,0,0
625, Whewell , B Floor,2018-11-01 00:12:16,2,2
623, grize-res , A Floor,2018-11-01 00:12:16,79,76
683, grize-res , B Floor,2018-11-01 00:12:16,95,94
753, grize-res , C Floor,2018-11-01 00:12:16,100,100
650, grize-res , D Floor,2018-11-01 00:12:16,107,104
830, Alex Square , Alex Square,2018-11-01 00:17:21,15,14
863, Alex Square , Costa,2018-11-01 00:17:21,8,7
885, Bailrigg House , A floor,2018-11-01 00:17:21,0,0
940, Bailrigg House , B floor,2018-11-01 00:17:21,0,0
1013, Bailrigg House , c floor,2018-11-01 00:17:21,0,0
837, Barker House Farm , A Floor,2018-11-01 00:17:21,3,3
933, Bowland Annexe , A Floor,2018-11-01 00:17:21,5,4
1049, Bowland Annexe , B Floor,2018-11-01 00:17:21,5,5
793, Bowland Annexe , c floor,2018-11-01 00:17:21,24,24
951, Bowland Annexe , d floor,2018-11-01 00:17:21,30,30
1022, Bowland Ash , A floor,2018-11-01 00:17:21,5,5
860, Bowland Ash , B floor,2018-11-01 00:17:21,17,17
852, Bowland Ash , c floor,2018-11-01 00:17:21,24,24
817, Bowland Ash , d floor,2018-11-01 00:17:21,28,27
1027, Bowland Main , A Floor,2018-11-01 00:17:21,6,6
954, Bowland Main , B Floor,2018-11-01 00:17:21,18,17
966, Bowland Main , C Floor,2018-11-01 00:17:21,74,73
895, Bowland Main , D Floor,2018-11-01 00:17:21,25,25
889, Bowland North , A Floor,2018-11-01 00:17:21,0,0
996, Bowland North , B Floor,2018-11-01 00:17:21,0,0
825, Bowland North , C Floor,2018-11-01 00:17:21,5,5
801, Bowland North , d floor,2018-11-01 00:17:21,22,22
849, Bowland Twr (Old Bowland Annexe) , A floor,2018-11-01 00:17:21,0,0
1048, Bowland Twr (Old Bowland Annexe) , B floor,2018-11-01 00:17:21,23,23
981, Bowland Twr (Old Bowland Annexe) , C floor,2018-11-01 00:17:21,43,42
835, Bowland Twr (Old Bowland Annexe) , D floor,2018-11-01 00:17:21,5,5
807, Bowland Twr (Old Bowland Annexe) , D floor flats,2018-11-01 00:17:21,3,3
1043, Bowland Twr (Old Bowland Annexe) , E floor,2018-11-01 00:17:21,5,5
1011, Bowland Twr (Old Bowland Annexe) , F floor,2018-11-01 00:17:21,9,9
994, Bowland Twr (Old Bowland Annexe) , G floor,2018-11-01 00:17:21,2,2
806, Bowland Twr (Old Bowland Annexe) , H floor,2018-11-01 00:17:21,6,6
856, Bowland Twr (Old Bowland Annexe) , J floor,2018-11-01 00:17:21,10,10
892, Bowland Twr (Old Bowland Annexe) , K floor,2018-11-01 00:17:21,7,7
905, Bowland Twr (Old Bowland Annexe) , L floor,2018-11-01 00:17:21,9,9
846, Bowland Twr (Old Bowland Annexe) , M floor,2018-11-01 00:17:21,3,3
881, Bowland Twr (Old Bowland Annexe) , N floor,2018-11-01 00:17:21,2,2
802, Bowland Twr (Old Bowland Annexe) , O floor,2018-11-01 00:17:21,6,6
927, Bowland hall , a floor,2018-11-01 00:17:21,56,55
952, Bowland hall , b floor,2018-11-01 00:17:21,63,62
814, Bowland hall , c floor,2018-11-01 00:17:21,77,77
1038, Bowland hall , d floor,2018-11-01 00:17:21,65,65
896, CETAD , A floor,2018-11-01 00:17:21,1,1
918, CETAD , B floor,2018-11-01 00:17:21,3,3
808, Central Workshops , A floor,2018-11-01 00:17:21,20,20
813, Central Workshops , B floor,2018-11-01 00:17:21,0,0
917, Chaplaincy Centre , A Floor,2018-11-01 00:17:21,2,2
919, Chaplaincy Centre , B Floor,2018-11-01 00:17:21,0,0
829, Charles Carter , A floor,2018-11-01 00:17:21,1,0
937, Charles Carter , B floor,2018-11-01 00:17:21,0,0
992, Charles Carter , C floor,2018-11-01 00:17:21,0,0
872, Charles Carter , D floor,2018-11-01 00:17:21,6,6
962, Conference Centre , A Floor,2018-11-01 00:17:21,5,5
934, County , A Floor,2018-11-01 00:17:21,15,15
923, County , B Floor,2018-11-01 00:17:21,20,20
897, County , D floor,2018-11-01 00:17:21,48,47
989, County , E Floor,2018-11-01 00:17:21,21,20
822, County , c floor,2018-11-01 00:17:21,35,32
861, County Field , A floor,2018-11-01 00:17:21,48,47
1006, County Field , B floor,2018-11-01 00:17:21,60,59
790, County Field , C floor,2018-11-01 00:17:21,74,73
936, County Field , D floor,2018-11-01 00:17:21,79,78
870, County South/Cartmel , A Floor,2018-11-01 00:17:21,8,8
973, County South/Cartmel , B Floor,2018-11-01 00:17:21,0,0
950, County South/Cartmel , C Floor,2018-11-01 00:17:21,5,5
986, County South/Cartmel , D Floor,2018-11-01 00:17:21,14,14
983, County South/Cartmel , e floor,2018-11-01 00:17:21,10,10
907, Energy Centre , A floor,2018-11-01 00:17:21,2,1
1041, Engineering , A floor,2018-11-01 00:17:21,1,1
1017, Engineering , B floor,2018-11-01 00:17:21,1,1
865, Engineering , C floor,2018-11-01 00:17:21,2,2
974, Engineering , D floor,2018-11-01 00:17:21,1,1
980, Engineering , Plant,2018-11-01 00:17:21,0,0
990, FU Hse 71-74 , A Floor,2018-11-01 00:17:21,42,42
964, FU Hse 71-74 , B Floor,2018-11-01 00:17:21,69,69
947, FU Hse 71-74 , C Floor,2018-11-01 00:17:21,71,71
985, FU Hse 71-74 , D Floor,2018-11-01 00:17:21,103,102
873, FU Hse 71-74 , E Floor,2018-11-01 00:17:21,64,64
1014, FU Hse 71-74 , F Floor,2018-11-01 00:17:21,28,28
913, FY Hse 65-70 , A Floor,2018-11-01 00:17:21,59,57
799, FY Hse 65-70 , B Floor,2018-11-01 00:17:21,93,93
960, FY Hse 65-70 , C Floor,2018-11-01 00:17:21,69,68
1008, FY Hse 65-70 , D Floor,2018-11-01 00:17:21,103,103
979, FY Hse 65-70 , E Floor,2018-11-01 00:17:21,62,62
944, FY Hse 65-70 , F Floor,2018-11-01 00:17:21,50,48
926, Faraday and cTAP , A floor,2018-11-01 00:17:21,3,3
876, Faraday and cTAP , B floor,2018-11-01 00:17:21,7,6
946, Faraday and cTAP , C floor,2018-11-01 00:17:21,5,5
961, Faraday and cTAP , Plant,2018-11-01 00:17:21,0,0
959, Field Station , Outside,2018-11-01 00:17:21,0,0
1032, Furness , A Floor,2018-11-01 00:17:21,8,7
999, Furness , B floor,2018-11-01 00:17:21,3,3
969, Furness , C floor,2018-11-01 00:17:21,31,31
1005, Furness , D floor,2018-11-01 00:17:21,17,17
839, Furness , LG Floor,2018-11-01 00:17:21,14,14
803, Furness outer , A floor,2018-11-01 00:17:21,37,37
910, Furness outer , B floor,2018-11-01 00:17:21,43,43
958, Furness outer , C floor,2018-11-01 00:17:21,42,42
864, Furness outer , D floor,2018-11-01 00:17:21,38,38
970, Fylde , A Floor,2018-11-01 00:17:21,3,3
848, Fylde , B Floor,2018-11-01 00:17:21,4,4
833, Fylde , C Floor,2018-11-01 00:17:21,12,12
1018, Fylde , D Floor,2018-11-01 00:17:21,7,7
810, Fylde , e floor,2018-11-01 00:17:21,2,2
798, George Fox , A Floor,2018-11-01 00:17:21,0,0
836, George Fox , B Floor,2018-11-01 00:17:21,4,4
1050, George Fox , c floor,2018-11-01 00:17:21,37,37
901, George Fox , d floor,2018-11-01 00:17:21,53,53
925, Graduate College , A Floor,2018-11-01 00:17:21,123,119
1016, Graduate College , b floor,2018-11-01 00:17:21,174,173
1003, Graduate College , c floor,2018-11-01 00:17:21,167,165
915, Graduate College , d floor,2018-11-01 00:17:21,84,84
850, Great Hall , A Floor,2018-11-01 00:17:21,4,4
890, Great Hall , B Floor,2018-11-01 00:17:21,2,2
972, Grizedale , A,2018-11-01 00:17:21,13,13
800, Grizedale , B,2018-11-01 00:17:21,0,0
898, Hazelrigg , Site,2018-11-01 00:17:21,0,0
1030, Hse 75 77 , A Floor,2018-11-01 00:17:21,27,25
855, Hse 75 77 , B floor,2018-11-01 00:17:21,46,45
853, Hse 75 77 , C Floor,2018-11-01 00:17:21,48,48
809, Hse 75 77 , D Floor,2018-11-01 00:17:21,73,73
1026, Hse 75 77 , E Floor,2018-11-01 00:17:21,63,61
1036, Human Resources , A floor,2018-11-01 00:17:21,0,0
904, Human Resources , B floor,2018-11-01 00:17:21,5,4
942, ISS Building , A-floor,2018-11-01 00:17:21,3,3
1034, ISS Building , B-floor,2018-11-01 00:17:21,15,14
844, ISS Building , C-floor,2018-11-01 00:17:21,4,4
1031, Infolab , A Floor,2018-11-01 00:17:21,1,1
967, Infolab , B Floor,2018-11-01 00:17:21,9,9
791, Infolab , C Floor,2018-11-01 00:17:21,6,6
805, Infolab , D Floor,2018-11-01 00:17:21,5,5
1037, Institute for Advanced Studies , A Floor,2018-11-01 00:17:21,0,0
903, John Creed , a floor,2018-11-01 00:17:21,37,37
862, John Creed , b floor,2018-11-01 00:17:21,23,23
869, John Creed , c floor,2018-11-01 00:17:21,20,20
984, John Creed , d floor,2018-11-01 00:17:21,27,27
820, LEC , A Floor,2018-11-01 00:17:21,8,8
831, LEC , B Floor,2018-11-01 00:17:21,14,12
882, LEC , C Floor,2018-11-01 00:17:21,4,4
1024, LEC , Lower Ground LG,2018-11-01 00:17:21,1,1
928, LICA , LICA A floor,2018-11-01 00:17:21,0,0
902, LICA , b floor,2018-11-01 00:17:21,3,3
931, LICA , c floor,2018-11-01 00:17:21,0,0
804, Library , A floor,2018-11-01 00:17:21,19,18
818, Library , B floor,2018-11-01 00:17:21,19,19
975, Library , C floor,2018-11-01 00:17:21,11,10
1001, Library , LG floor,2018-11-01 00:17:21,0,0
1042, Lonsdale College (SW) , A Floor,2018-11-01 00:17:21,1,1
828, Lonsdale College (SW) , B Floor,2018-11-01 00:17:21,0,0
883, MDC , A Floor,2018-11-01 00:17:21,0,0
868, Management School , A Floor,2018-11-01 00:17:21,8,8
977, Management School , B Floor,2018-11-01 00:17:21,2,2
821, Management School , C Floor,2018-11-01 00:17:21,1,1
1020, Management School , Floor D,2018-11-01 00:17:21,1,1
823, Pendle , A Floor,2018-11-01 00:17:21,63,61
965, Pendle , B floor,2018-11-01 00:17:21,99,96
1044, Pendle , C floor,2018-11-01 00:17:21,95,91
900, Pendle , D floor,2018-11-01 00:17:21,105,105
932, Physics , A floor,2018-11-01 00:17:21,6,6
1051, Physics , B floor,2018-11-01 00:17:21,5,5
993, Physics , C Floor,2018-11-01 00:17:21,7,7
1045, Physics , D Floor,2018-11-01 00:17:21,1,1
909, Postgrad Stats (PSC) , A Floor,2018-11-01 00:17:21,0,0
948, Postgrad Stats (PSC) , B Floor,2018-11-01 00:17:21,2,2
874, Preschool , A floor,2018-11-01 00:17:21,28,28
887, Reception , A floor,2018-11-01 00:17:21,1,1
911, Reception , B floor,2018-11-01 00:17:21,1,1
1004, Ruskin Library , A Floor,2018-11-01 00:17:21,0,0
987, Ruskin Library , B floor,2018-11-01 00:17:21,0,0
792, Ruskin Library , LG Floor,2018-11-01 00:17:21,0,0
943, SW hse 12-16 , A floor,2018-11-01 00:17:21,64,64
916, SW hse 12-16 , B floor,2018-11-01 00:17:21,97,96
1009, SW hse 12-16 , C floor,2018-11-01 00:17:21,100,100
929, SW hse 17-19 , A floor,2018-11-01 00:17:21,48,48
824, SW hse 17-19 , B floor,2018-11-01 00:17:21,79,75
867, SW hse 17-19 , C floor,2018-11-01 00:17:21,53,53
991, SW hse 20 , A floor,2018-11-01 00:17:21,11,11
1035, SW hse 20 , B floor,2018-11-01 00:17:21,26,25
997, SW hse 20 , C floor,2018-11-01 00:17:21,19,19
978, SW hse 21-23 , A floor,2018-11-01 00:17:21,43,43
945, SW hse 21-23 , B floor,2018-11-01 00:17:21,31,29
816, SW hse 21-23 , C,2018-11-01 00:17:21,33,33
908, SW hse 21-23 , C,2018-11-01 00:17:21,33,33
894, SW hse 24-26 , A,2018-11-01 00:17:21,29,29
832, SW hse 24-26 , B floor,2018-11-01 00:17:21,38,37
859, SW hse 24-26 , C floor,2018-11-01 00:17:21,52,52
1046, SW hse 24-26 , D Floor,2018-11-01 00:17:21,35,33
935, SW hse 27-28 , A floor,2018-11-01 00:17:21,21,21
955, SW hse 27-28 , B floor,2018-11-01 00:17:21,45,44
